token_id	speaker	tu_id	span	form	type	jefferson_feats	align	prolongations	pace	guesses	overlaps
95-4	TO070	95	da	da	linguistic	_	_	_	_	_	_
95-5	TO070	95	mozart	mozart	linguistic	_	_	_	_	_	_
95-6	TO070	95	quindi	quindi	linguistic	_	_	_	_	_	_
95-7	TO070	95	da	da	linguistic	_	_	_	_	_	_
95-8	TO070	95	un	un	linguistic	_	_	_	_	_	_
95-9	TO070	95	caso	caso	linguistic	_	_	_	_	_	_
95-10	TO070	95	in	in	linguistic	_	_	_	_	_	_
95-11	TO070	95	cui	cui	linguistic	_	_	_	_	_	_
95-12	TO070	95	le	le	linguistic	_	_	_	_	_	_
95-13	TO070	95	carte	carte	linguistic	_	_	_	_	_	_
95-14	TO070	95	si	si	linguistic	_	_	_	_	_	_
95-15	TO070	95	rimescolano.	rimescolano	linguistic	Intonation=Falling	End=312.18	_	_	_	_
96-0	TO070	96	e	e	linguistic	_	Begin=312.518	_	_	_	_
96-1	TO070	96	noi	noi	linguistic	_	_	_	_	_	_
96-2	TO070	96	troviamo	troviamo	linguistic	_	_	_	_	_	_
96-3	TO070	96	delle	delle	linguistic	_	_	_	_	_	_
96-4	TO070	96	tipologie	tipologie	linguistic	_	_	_	_	_	_
96-5	TO070	96	di	di	linguistic	_	_	_	_	_	_
96-6	TO070	96	canto	canto	linguistic	_	_	_	_	_	_
96-7	TO070	96	in	in	linguistic	_	_	_	_	_	_
96-8	TO070	96	realtà:	realtà	linguistic	_	End=315.44	5x1	_	_	_
97-0	TO070	97	e::h	eh	linguistic	ProsodicLink=Yes	Begin=315.845	0x2	_	_	_
97-1	TO070	97	mh	mh	linguistic	_	End=316.7	_	_	_	_
98-0	TO070	98	più	più	linguistic	_	Begin=316.79	_	_	_	_
98-1	TO070	98	variegate	variegate	linguistic	_	End=317.98	_	_	_	_
99-0	TO070	99	cosa	cosa	linguistic	_	Begin=318.09	_	_	_	_
99-1	TO070	99	che	che	linguistic	_	_	_	_	_	_
99-2	TO070	99	però	però	linguistic	_	_	_	_	_	_
99-3	TO070	99	ci	ci	linguistic	_	_	_	_	_	_
99-4	TO070	99	consente	consente	linguistic	_	_	_	_	_	_
99-5	TO070	99	anche	anche	linguistic	_	_	_	_	_	_
99-6	TO070	99	immediatamente	immediatamente	linguistic	_	_	_	_	_	_
99-7	TO070	99	di	di	linguistic	_	_	_	_	_	_
99-8	TO070	99	prendere	prendere	linguistic	_	_	_	_	_	_
99-9	TO070	99	dimestichezza	dimestichezza	linguistic	_	_	_	_	_	_
99-10	TO070	99	>di	di	linguistic	_	_	_	Fast=0-2	_	_
99-11	TO070	99	prendere	prendere	linguistic	_	_	_	Fast=0-8	_	_
99-12	TO070	99	contatto<	contatto	linguistic	_	End=323.18	_	Fast=0-8	_	_
100-0	TO070	100	con	con	linguistic	_	Begin=323.45	_	_	_	_
100-1	TO070	100	e::h	eh	linguistic	_	End=324.1	0x2	_	_	_
101-0	TO070	101	tante	tante	linguistic	_	Begin=324.15	_	_	_	_
101-1	TO070	101	modalità	modalità	linguistic	_	_	_	_	_	_
101-2	TO070	101	diverse.	diverse	linguistic	Intonation=Falling	End=325.79	_	_	_	_
102-0	TO070	102	eh	eh	linguistic	_	Begin=326.02|End=326.288	_	_	_	_
103-0	TO070	103	e	e	linguistic	_	Begin=326.53	_	_	_	_
103-1	TO070	103	quindi	quindi	linguistic	_	_	_	_	_	_
103-2	TO070	103	mi	mi	linguistic	_	_	_	_	_	_
103-3	TO070	103	pareva	pareva	linguistic	_	_	_	_	_	_
103-4	TO070	103	che	che	linguistic	_	_	_	_	_	_
103-5	TO070	103	fosse	fosse	linguistic	_	_	_	_	_	_
103-6	TO070	103	un	un	linguistic	_	_	_	_	_	_
103-7	TO070	103	impatto	impatto	linguistic	_	_	_	_	_	_
103-8	TO070	103	così	così	linguistic	_	_	_	_	_	_
103-9	TO070	103	più::	più	linguistic	_	End=329.44	2x2	_	_	_
104-0	TO070	104	più	più	linguistic	_	Begin=329.675	_	_	_	_
104-1	TO070	104	immediato	immediato	linguistic	_	_	_	_	_	_
104-2	TO070	104	>quello	quello	linguistic	_	_	_	Fast=0-6	_	_
104-3	TO070	104	attraverso	attraverso	linguistic	_	_	_	Fast=0-10	_	_
104-4	TO070	104	mozart<	mozart	linguistic	_	_	_	Fast=0-6	_	_
104-5	TO070	104	che	che	linguistic	_	_	_	_	_	_
104-6	TO070	104	insegna	insegna	linguistic	_	_	_	_	_	_
104-7	TO070	104	un	un	linguistic	_	_	_	_	_	_
104-8	TO070	104	po'	po'	linguistic	_	_	_	_	_	_
104-9	TO070	104	un	un	linguistic	_	_	_	_	_	_
104-10	TO070	104	punto	punto	linguistic	_	_	_	_	_	_
104-11	TO070	104	centrale	centrale	linguistic	_	End=333.63	_	_	_	_
105-0	TO070	105	oggi,	oggi	linguistic	Intonation=weakly_rising	Begin=333.911|End=334.49	_	_	_	_
106-0	TO070	106	un	un	linguistic	_	Begin=334.97	_	_	_	_
106-1	TO070	106	punto	punto	linguistic	_	_	_	_	_	_
106-2	TO070	106	centrale	centrale	linguistic	_	_	_	_	_	_
106-3	TO070	106	diciamo	diciamo	linguistic	_	_	_	_	_	_
106-4	TO070	106	nello	nello	linguistic	_	_	_	_	_	_
106-5	TO070	106	sviluppo	sviluppo	linguistic	_	_	_	_	_	_
106-6	TO070	106	proprio	proprio	linguistic	_	_	_	_	_	_
106-7	TO070	106	della::	della	linguistic	_	End=338.056	4x2	_	_	_
107-0	TO070	107	delle	delle	linguistic	_	Begin=338.433	_	_	_	_
107-1	TO070	107	strutture	strutture	linguistic	_	_	_	_	_	_
107-2	TO070	107	del	del	linguistic	_	_	_	_	_	_
107-3	TO070	107	teatro	teatro	linguistic	_	_	_	_	_	_
107-4	TO070	107	d'	d'	linguistic	SpaceAfter=No	_	_	_	_	_
107-5	TO070	107	opera,	opera	linguistic	Intonation=weakly_rising	_	_	_	_	_
107-6	TO070	107	e	e	linguistic	_	_	_	_	_	_
107-7	TO070	107	per	per	linguistic	_	_	_	_	_	_
107-8	TO070	107	quello	quello	linguistic	_	_	_	_	_	_
107-9	TO070	107	che	che	linguistic	_	_	_	_	_	_
107-10	TO070	107	interessa	interessa	linguistic	_	_	_	_	_	_
107-11	TO070	107	a	a	linguistic	_	_	_	_	_	_
107-12	TO070	107	noi	noi	linguistic	_	End=341.976	_	_	_	_
108-0	TO070	108	della:	della	linguistic	ProsodicLink=Yes	Begin=342.268	4x1	_	_	_
108-1	TO070	108	mh	mh	linguistic	_	End=343.238	_	_	_	_
109-0	TO070	109	del	del	linguistic	_	Begin=343.356	_	_	_	_
109-1	TO070	109	trattamento	trattamento	linguistic	_	_	_	_	_	_
109-2	TO070	109	della	della	linguistic	_	_	_	_	_	_
109-3	TO070	109	voce.	voce	linguistic	Intonation=Falling	End=345.04	_	_	_	_
110-0	TO070	110	trattamento	trattamento	linguistic	_	Begin=345.541	_	_	_	_
110-1	TO070	110	quindi	quindi	linguistic	_	_	_	_	_	_
110-2	TO070	110	che	che	linguistic	_	_	_	_	_	_
110-3	TO070	110	non	non	linguistic	_	_	_	_	_	_
110-4	TO070	110	è	è	linguistic	_	End=347.08	_	_	_	_
111-0	TO070	111	più	più	linguistic	_	Begin=347.285	_	_	_	_
111-1	TO070	111	legato	legato	linguistic	_	_	_	_	_	_
111-2	TO070	111	soltanto	soltanto	linguistic	_	End=348.621	_	_	_	_
112-0	TO070	112	a	a	linguistic	_	Begin=348.684	_	_	_	_
112-1	TO070	112	un	un	linguistic	_	_	_	_	_	_
112-2	TO070	112	sentimento	sentimento	linguistic	_	_	_	_	_	_
112-3	TO070	112	svincolato	svincolato	linguistic	_	_	_	_	_	_
112-4	TO070	112	dal	dal	linguistic	_	_	_	_	_	_
112-5	TO070	112	personaggio,	personaggio	linguistic	Intonation=weakly_rising	End=351.65	_	_	_	_
113-0	TO070	113	che	che	linguistic	_	Begin=352.011	_	_	_	_
113-1	TO070	113	non	non	linguistic	_	_	_	_	_	_
113-2	TO070	113	è	è	linguistic	_	_	_	_	_	_
113-3	TO070	113	più	più	linguistic	_	_	_	_	_	_
113-4	TO070	113	vincolato	vincolato	linguistic	_	_	_	_	_	_
113-5	TO070	113	a	a	linguistic	_	_	_	_	_	_
113-6	TO070	113	una	una	linguistic	_	_	_	_	_	_
113-7	TO070	113	rigidità:	rigidità	linguistic	_	_	7x1	_	_	_
113-8	TO070	113	a	a	linguistic	_	_	_	_	_	_
113-9	TO070	113	una	una	linguistic	_	_	_	_	_	_
113-10	TO070	113	rigida	rigida	linguistic	_	_	_	_	_	_
113-11	TO070	113	divisione	divisione	linguistic	_	_	_	_	_	_
113-12	TO070	113	tra	tra	linguistic	_	_	_	_	_	_
113-13	TO070	113	recitativo	recitativo	linguistic	_	_	_	_	_	_
113-14	TO070	113	e	e	linguistic	_	_	_	_	_	_
113-15	TO070	113	aria	aria	linguistic	_	End=357.63	_	_	_	_
114-0	TO070	114	ma	ma	linguistic	_	Begin=357.863	_	_	_	_
114-1	TO070	114	che	che	linguistic	_	_	_	_	_	_
114-2	TO070	114	cerca	cerca	linguistic	_	_	_	_	_	_
114-3	TO070	114	tendenzialmente	tendenzialmente	linguistic	_	_	_	_	_	_
114-4	TO070	114	di:	di	linguistic	_	End=359.89	1x1	_	_	_
115-0	TO070	115	e::h	eh	linguistic	ProsodicLink=Yes	Begin=360.12	0x2	_	_	_
115-1	TO070	115	mh.	mh	linguistic	Intonation=Falling	End=361.45	_	_	_	_
116-0	TO070	116	come	come	linguistic	_	Begin=361.966	_	_	_	_
116-1	TO070	116	dire	dire	linguistic	_	_	_	_	_	_
116-2	TO070	116	far	far	linguistic	_	_	_	_	_	_
116-3	TO070	116	coesistere	coesistere	linguistic	_	End=364.14	_	_	_	_
117-0	TO070	117	questi	questi	linguistic	_	Begin=364.476	_	_	_	_
117-1	TO070	117	due	due	linguistic	_	_	_	_	_	_
117-2	TO070	117	tipi	tipi	linguistic	_	_	_	_	_	_
117-3	TO070	117	di	di	linguistic	_	_	_	_	_	_
117-4	TO070	117	scrittura	scrittura	linguistic	_	_	_	_	_	_
117-5	TO070	117	il	il	linguistic	_	_	_	_	_	_
117-6	TO070	117	più	più	linguistic	_	_	_	_	_	_
117-7	TO070	117	possibile	possibile	linguistic	_	_	_	_	_	_
117-8	TO070	117	mescolandoli.	mescolandoli	linguistic	Intonation=Falling	End=367.62	_	_	_	_
118-0	TO070	118	per	per	linguistic	_	Begin=367.98	_	_	_	_
118-1	TO070	118	esempio	esempio	linguistic	_	End=369.02	_	_	_	_
119-0	TO070	119	quando	quando	linguistic	_	Begin=369.166	_	_	_	_
119-1	TO070	119	può	può	linguistic	_	End=370.099	_	_	_	_
120-0	TO070	120	evita	evita	linguistic	_	Begin=370.153	_	_	_	_
120-1	TO070	120	il	il	linguistic	_	_	_	_	_	_
120-2	TO070	120	recitativo	recitativo	linguistic	_	_	_	_	_	_
120-3	TO070	120	secco	secco	linguistic	_	_	_	_	_	_
120-4	TO070	120	che	che	linguistic	_	_	_	_	_	_
120-5	TO070	120	pure	pure	linguistic	_	_	_	_	_	_
120-6	TO070	120	usa	usa	linguistic	_	_	_	_	_	_
120-7	TO070	120	molto	molto	linguistic	_	_	_	_	_	_
120-8	TO070	120	quindi	quindi	linguistic	_	_	_	_	_	_
120-9	TO070	120	quello	quello	linguistic	_	_	_	_	_	_
120-10	TO070	120	diciamo	diciamo	linguistic	_	End=374.58	_	_	_	_
121-0	TO070	121	accompagnato	accompagnato	linguistic	_	Begin=374.905	_	_	_	_
121-1	TO070	121	dal	dal	linguistic	_	_	_	_	_	_
121-2	TO070	121	solo	solo	linguistic	_	_	_	_	_	_
121-3	TO070	121	clavicembalo	clavicembalo	linguistic	_	End=377.09	_	_	_	_
122-0	TO070	122	ieri	ieri	linguistic	_	Begin=377.493	_	_	_	_
122-1	TO070	122	un:	un	linguistic	_	_	1x1	_	_	_
122-2	TO070	122	vostro	vostro	linguistic	_	_	_	_	_	_
122-3	TO070	122	compagno	compagno	linguistic	_	_	_	_	_	_
122-4	TO070	122	con	con	linguistic	_	_	_	_	_	_
122-5	TO070	122	orecchio	orecchio	linguistic	_	_	_	_	_	_
122-6	TO070	122	fine	fine	linguistic	_	_	_	_	_	_
122-7	TO070	122	m'(	m'	linguistic	SpaceAfter=No	_	_	_	_	_
122-8	TO070	122	ha	ha	linguistic	_	_	_	_	_	_
122-9	TO070	122	detto	detto	linguistic	_	_	_	_	_	_
122-10	TO070	122	>ma	ma	linguistic	_	_	_	Fast=0-2	_	_
122-11	TO070	122	a	a	linguistic	_	_	_	Fast=0-1	_	_
122-12	TO070	122	me	me	linguistic	_	_	_	Fast=0-2	_	_
122-13	TO070	122	non	non	linguistic	_	_	_	Fast=0-3	_	_
